Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Children_at_home,Living_With,Family_Size
Postgraduate,38179.0,30,3.6635616461296463,1.6094379124341003,3.1354942159291497,1.6094379124341003,1.0986122886681098,3.044522437723423,4,3,1,3,7,0,0,0,0,0,0,0,60,4735,14.161066413318528,11,0,2,Partner,4
Graduate,80124.0,47,6.182084906716632,4.442651256490317,5.988961416889864,5.327876168789581,4.442651256490317,5.488937726156687,1,3,7,8,1,1,0,0,0,0,0,0,63,4266,31.87316273153339,19,1,0,Partner,2
PhD,38097.0,70,4.356708826689592,1.0986122886681098,3.58351893845611,0.0,0.6931471805599453,4.248495242049359,4,3,2,2,7,1,0,0,0,0,0,1,56,4885,13.980482476423116,11,1,2,Partner,4
Graduate,72940.0,13,5.209486152841421,4.31748811353631,5.700443573390687,5.093750200806762,5.0106352940962555,4.762173934797756,1,3,3,6,1,0,0,0,0,0,0,0,56,4638,30.093977269469192,13,0,0,Partner,2
Graduate,22070.0,11,2.3978952727983707,2.0794415416798357,2.995732273553991,2.1972245773362196,1.0986122886681098,3.091042453358316,2,2,2,2,6,0,0,0,0,0,0,0,56,4531,13.859948407394842,8,0,1,Partner,3
Graduate,69267.0,31,6.658011045870748,3.8066624897703196,6.214608098422191,4.564348191467836,4.30406509320417,4.990432586778736,2,3,4,5,7,0,0,0,0,0,0,1,73,4908,30.538127505513998,14,0,0,Alone,1
Postgraduate,31788.0,15,2.833213344056216,2.0794415416798357,3.1780538303479458,0.0,2.1972245773362196,1.9459101490553132,3,3,0,4,5,0,0,0,0,0,1,0,43,4364,12.23384344247553,10,0,1,Alone,2
PhD,61905.0,2,5.123963979403259,0.0,3.784189633918261,1.9459101490553132,1.0986122886681098,2.6390573296152584,2,4,2,4,5,0,0,0,0,0,0,0,51,4408,14.591733380660202,12,0,1,Partner,3
Graduate,29315.0,55,2.6390573296152584,1.0986122886681098,2.70805020110221,2.1972245773362196,2.0794415416798357,1.6094379124341003,4,2,0,4,6,0,0,0,0,0,0,0,66,4347,12.331823850835734,10,0,2,Partner,4
Graduate,33378.0,38,3.5263605246161616,1.9459101490553132,3.713572066704308,1.3862943611198906,2.0794415416798357,2.3978952727983707,3,2,0,4,7,0,0,0,0,0,0,0,63,4771,15.04947391597388,9,0,2,Alone,3
PhD,66313.0,86,6.439350371100098,2.0794415416798357,4.605170185988092,2.3978952727983707,3.1354942159291497,2.0794415416798357,2,6,3,12,4,0,0,0,0,0,0,0,63,4549,20.736793129175382,23,0,1,Partner,3
Graduate,60714.0,56,5.37989735354046,5.093750200806762,5.41610040220442,4.624972813284271,4.532599493153256,5.093750200806762,2,7,4,10,5,0,0,0,0,0,0,1,70,4791,30.14107046379593,23,0,0,Alone,1
Postgraduate,77882.0,29,4.23410650459726,4.867534450455582,5.983936280687191,5.241747015059643,3.1354942159291497,2.772588722239781,1,3,3,5,1,0,0,0,0,0,0,0,45,4323,26.23540718896861,12,0,0,Partner,2
PhD,69867.0,30,5.2832037287379885,0.0,6.240275845170769,3.5263605246161616,4.875197323201151,4.007333185232471,1,3,5,8,1,0,0,0,1,0,0,1,40,4716,23.932370606958546,17,1,0,Alone,1
Postgraduate,63841.0,64,6.455198563340122,2.772588722239781,4.61512051684126,3.044522437723423,2.0794415416798357,4.882801922586371,1,9,3,9,6,0,0,0,0,0,0,0,58,4697,23.84967370441079,22,0,1,Alone,2
Undergraduate,24480.0,46,1.6094379124341003,2.995732273553991,2.302585092994046,3.367295829986474,3.258096538021482,2.8903717578961645,3,3,0,4,7,0,0,0,0,0,0,0,45,4766,16.423519404886257,10,0,1,Partner,3
Graduate,51369.0,84,5.697093486505405,2.0794415416798357,4.382026634673881,0.0,2.4849066497880004,5.209486152841421,2,8,2,4,8,0,0,0,0,0,0,0,50,4875,19.852954465488544,16,0,1,Partner,3
Graduate,37760.0,20,4.442651256490317,1.791759469228055,3.6635616461296463,5.017279836814924,2.5649493574615367,3.367295829986474,2,4,1,6,7,0,0,0,0,0,0,0,80,4930,20.847497396110953,13,0,0,Partner,2
PhD,65640.0,74,5.3230099791384085,2.0794415416798357,5.0106352940962555,3.044522437723423,2.772588722239781,4.204692619390966,1,5,1,8,2,0,0,0,0,0,0,0,52,4383,22.43489059426867,15,0,1,Partner,3
Postgraduate,44319.0,18,3.295836866004329,0.0,2.1972245773362196,0.0,0.0,1.3862943611198906,2,2,0,3,5,0,0,0,0,0,0,0,51,4336,6.87935580446044,7,0,2,Partner,4
Graduate,30631.0,75,2.772588722239781,1.9459101490553132,3.044522437723423,1.6094379124341003,1.791759469228055,3.044522437723423,1,3,1,2,7,0,0,0,0,0,0,0,52,4615,14.208741128404094,7,0,1,Partner,3
Graduate,75278.0,17,5.720311776607412,4.59511985013459,5.442417710521793,5.017279836814924,4.31748811353631,4.31748811353631,1,6,3,13,3,0,0,0,0,0,0,0,74,4779,29.410105401151338,23,0,0,Partner,2
Postgraduate,50898.0,88,5.655991810819852,3.367295829986474,5.493061443340548,4.02535169073515,4.74493212836325,4.912654885736052,13,6,2,12,5,0,0,0,0,0,0,0,70,4800,28.199287788981326,33,0,2,Partner,4
Graduate,79946.0,19,5.981414211254481,5.214935757608986,6.338594078203183,5.117993812416755,4.955827057601261,3.367295829986474,1,5,11,5,3,0,0,0,0,0,0,0,60,4311,30.97606074707114,22,0,0,Alone,1
Postgraduate,35416.0,62,5.517452896464707,1.3862943611198906,4.406719247264253,1.6094379124341003,1.3862943611198906,3.9512437185814275,3,7,1,5,8,0,0,0,0,0,0,0,77,4644,18.257442496984268,16,0,0,Alone,1
Undergraduate,32414.0,11,3.044522437723423,1.9459101490553132,1.791759469228055,0.0,2.302585092994046,2.5649493574615367,1,1,0,3,7,1,0,0,0,0,0,0,42,4623,11.649726506462372,5,1,0,Partner,2
Graduate,38361.0,74,3.6888794541139363,0.0,4.04305126783455,3.044522437723423,2.1972245773362196,2.70805020110221,3,3,1,3,7,0,0,0,0,0,0,0,57,4447,15.68172793811034,10,0,1,Partner,3
Graduate,82497.0,32,6.656726524178391,4.867534450455582,6.352629396319567,5.37989735354046,3.091042453358316,5.318119993844216,1,2,7,9,4,0,0,1,0,0,0,0,46,4869,31.665950171696533,19,1,0,Partner,2
Graduate,16626.0,76,2.1972245773362196,1.3862943611198906,3.1354942159291497,3.091042453358316,0.6931471805599453,2.6390573296152584,3,3,0,3,9,0,0,0,0,0,0,0,55,4428,13.142260117918779,9,0,2,Partner,4
Graduate,29672.0,6,2.302585092994046,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341003,2.1972245773362196,1,0,0,3,6,0,0,0,0,0,0,0,61,4737,8.188689124444203,4,0,2,Partner,4
Postgraduate,55951.0,62,7.124478262493424,0.0,4.394449154672439,0.0,2.6390573296152584,3.713572066704308,3,3,6,11,8,0,1,0,0,1,0,0,74,4938,17.87155681348543,23,2,1,Partner,3
Undergraduate,35388.0,20,1.9459101490553132,1.6094379124341003,2.0794415416798357,1.6094379124341003,1.3862943611198906,2.1972245773362196,1,1,0,3,7,0,0,0,0,0,0,0,38,4742,10.82774645405946,5,0,1,Alone,2
Postgraduate,42386.0,43,4.189654742026425,1.6094379124341003,2.833213344056216,0.0,1.6094379124341003,2.4849066497880004,1,3,0,3,8,0,0,0,0,0,0,0,40,4795,12.726650560738841,7,0,1,Partner,3
Graduate,68627.0,45,5.981414211254481,2.772588722239781,5.575949103146316,4.110873864173311,4.007333185232471,3.6635616461296463,1,2,3,6,1,0,0,0,0,0,0,0,44,4796,26.111720732176007,12,0,0,Alone,1
PhD,57912.0,34,6.687108607866515,0.0,4.394449154672439,0.0,0.0,3.58351893845611,5,8,3,12,5,0,1,0,0,0,0,0,61,4367,14.665076700995062,28,1,1,Alone,2
Graduate,35246.0,53,3.6109179126442243,0.0,2.5649493574615367,1.0986122886681098,1.0986122886681098,2.3978952727983707,4,3,1,3,5,0,0,0,0,0,0,0,68,4337,10.77098712024035,11,0,2,Alone,3
Undergraduate,58821.0,44,6.2422232654551655,2.70805020110221,5.043425116919247,2.995732273553991,0.0,3.367295829986474,1,9,2,9,6,0,0,0,0,0,0,0,70,4523,20.356726687017087,21,0,1,Partner,3
PhD,46377.0,89,3.6375861597263857,0.0,3.8501476017100584,1.6094379124341003,1.3862943611198906,0.0,1,2,1,3,4,0,0,0,0,0,0,0,48,4383,10.483466034990435,7,0,1,Partner,3
Graduate,39747.0,43,4.394449154672439,2.772588722239781,4.543294782270004,3.044522437723423,2.6390573296152584,3.970291913552122,3,5,1,4,8,0,0,0,0,0,0,0,38,4340,21.364204340073027,13,0,1,Alone,2
Graduate,23976.0,68,2.70805020110221,0.6931471805599453,3.091042453358316,1.0986122886681098,1.3862943611198906,3.258096538021482,3,3,1,3,7,0,0,0,0,0,0,0,42,4447,12.235243022829954,10,0,1,Partner,3
Postgraduate,80950.0,44,6.26530121273771,4.997212273764115,4.727387818712341,5.393627546352362,4.997212273764115,4.1588830833596715,1,6,7,9,2,0,0,0,1,0,0,0,65,4721,30.539624208690316,23,1,0,Partner,2
Graduate,27038.0,64,0.6931471805599453,3.295836866004329,3.258096538021482,2.8903717578961645,3.1780538303479458,2.772588722239781,1,3,0,3,9,0,0,0,0,0,0,1,60,4912,16.08809489506965,7,0,0,Alone,1
Graduate,77457.0,85,6.516193076042964,2.4849066497880004,5.993961427306569,2.772588722239781,3.828641396489095,2.4849066497880004,1,2,5,10,1,0,0,1,0,0,0,0,79,4379,24.081197921654415,18,1,0,Alone,1
Postgraduate,64100.0,93,6.234410725718371,0.0,3.332204510175204,0.0,0.0,2.3978952727983707,1,8,3,6,7,0,1,0,0,0,0,0,62,4555,11.964510508691946,18,1,1,Partner,3
Postgraduate,42670.0,12,5.043425116919247,1.0986122886681098,3.8501476017100584,3.044522437723423,1.6094379124341003,2.772588722239781,1,4,2,4,4,0,0,0,0,0,0,0,34,4691,17.41873407969472,11,0,0,Partner,2
Graduate,12571.0,86,1.3862943611198906,1.791759469228055,2.70805020110221,1.0986122886681098,2.5649493574615367,2.8903717578961645,4,3,1,3,6,0,0,0,0,0,0,0,50,4425,12.440037435475968,11,0,1,Alone,2
Graduate,22574.0,28,3.258096538021482,0.0,2.1972245773362196,1.0986122886681098,0.0,1.0986122886681098,2,2,0,3,7,0,0,0,0,0,0,0,59,4507,7.652545692693922,7,0,3,Partner,5
Graduate,51381.5,69,6.759255270663693,4.9344739331306915,6.135564891081739,4.110873864173311,3.4339872044851463,4.127134385045092,1,6,5,12,3,0,1,0,1,0,0,0,37,4654,29.50128954857967,24,2,0,Partner,2
Postgraduate,70893.0,42,6.645090969505644,3.8066624897703196,6.331501849893691,4.356708826689592,3.8066624897703196,2.70805020110221,1,6,6,10,3,0,0,0,0,0,0,0,50,4771,27.654676826731773,23,0,0,Alone,1
Graduate,54198.0,13,5.225746673713202,0.0,3.367295829986474,1.3862943611198906,1.0986122886681098,2.8903717578961645,6,3,1,6,4,0,0,0,0,0,0,0,60,4457,13.968320911383842,16,0,2,Partner,4
Postgraduate,28839.0,86,3.2188758248682006,0.0,2.0794415416798357,0.0,0.0,0.6931471805599453,2,2,0,3,5,0,0,0,0,0,0,0,70,4373,5.991464547107982,7,0,2,Partner,4
Graduate,40321.0,59,3.8066624897703196,1.6094379124341003,3.091042453358316,1.9459101490553132,0.0,3.332204510175204,2,3,0,3,7,0,0,0,0,0,0,0,54,4598,13.785257514793255,8,0,2,Partner,4
Graduate,66503.0,30,4.5217885770490405,4.174387269895637,4.859812404361672,4.189654742026425,1.3862943611198906,3.9318256327243257,2,4,3,6,3,0,0,0,0,0,0,0,41,4947,23.06376298717699,15,0,1,Alone,2
Graduate,30833.0,33,2.4849066497880004,0.0,2.0794415416798357,1.3862943611198906,0.6931471805599453,1.9459101490553132,2,1,0,3,5,0,0,0,0,0,0,0,75,4611,8.589699882202986,6,0,2,Partner,4
Graduate,51381.5,67,6.6052979209482015,3.044522437723423,5.153291594497779,3.970291913552122,3.9318256327243257,3.044522437723423,6,2,3,10,7,0,1,0,1,0,0,0,56,4573,25.749751937169272,21,2,3,Alone,4
Graduate,64795.0,23,6.023447592961033,1.791759469228055,4.787491742782046,3.6635616461296463,3.4011973816621555,4.356708826689592,3,3,3,12,2,0,0,0,0,0,0,0,55,4791,24.024166659452526,21,0,1,Partner,3
Graduate,34421.0,81,1.3862943611198906,1.3862943611198906,2.0794415416798357,1.9459101490553132,1.0986122886681098,2.302585092994046,1,1,0,2,7,0,0,0,0,0,0,0,52,4626,10.199137794637085,4,0,1,Partner,3
PhD,47025.0,6,2.833213344056216,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,1,1,0,2,7,0,0,0,0,0,0,0,61,4403,4.912654885736052,4,0,2,Alone,3
PhD,64325.0,41,6.595780513961311,4.110873864173311,5.869296913133774,4.3694478524670215,2.5649493574615367,4.30406509320417,5,10,3,5,7,0,0,0,0,0,0,0,65,4770,27.814413594401124,23,0,1,Alone,2
Graduate,40464.0,78,6.052089168924417,2.8903717578961645,4.77912349311153,2.0794415416798357,3.1780538303479458,3.7376696182833684,6,8,2,8,8,0,0,0,0,0,0,0,73,4797,22.716749410243263,24,0,1,Alone,2
Graduate,62187.0,49,6.675823221634848,0.0,5.62040086571715,3.828641396489095,3.828641396489095,4.844187086458591,1,4,8,5,3,0,0,0,0,0,0,0,69,4622,24.797693966788778,18,0,0,Partner,2
PhD,14849.0,39,3.091042453358316,1.0986122886681098,3.367295829986474,1.3862943611198906,1.0986122886681098,2.302585092994046,3,2,0,4,8,0,0,0,0,0,0,0,50,4625,12.344442314794946,9,0,1,Alone,2
Graduate,27255.0,3,3.1354942159291497,0.6931471805599453,2.4849066497880004,0.0,0.6931471805599453,1.0986122886681098,1,1,0,3,7,0,0,0,0,0,0,0,42,4497,8.10530751550515,5,0,1,Partner,3
PhD,54432.0,37,3.5263605246161616,0.0,1.791759469228055,0.0,0.0,0.0,1,1,0,3,4,0,0,0,0,0,0,0,76,4679,5.318119993844217,5,0,3,Partner,5
PhD,29999.0,22,4.23410650459726,2.0794415416798357,4.0943445622221,2.3978952727983707,1.791759469228055,2.4849066497880004,4,3,1,4,8,0,0,0,0,0,0,0,40,4764,17.08245400031362,12,0,1,Alone,2
Graduate,24072.0,79,2.302585092994046,0.6931471805599453,1.9459101490553132,1.3862943611198906,0.0,1.6094379124341003,1,1,0,2,8,0,0,0,0,0,0,0,43,4702,7.937374696163296,4,0,1,Alone,2
PhD,33996.0,46,3.713572066704308,1.0986122886681098,2.772588722239781,2.1972245773362196,0.0,1.9459101490553132,1,1,1,3,4,0,0,0,0,0,0,0,37,4554,11.727907804003733,6,0,0,Alone,1
PhD,66334.0,82,6.813444599510896,2.4849066497880004,5.389071729816501,0.0,0.0,3.1780538303479458,2,9,3,5,5,0,0,0,0,0,0,1,70,4715,17.865476809463342,19,0,1,Partner,3
Postgraduate,35178.0,10,3.1780538303479458,0.6931471805599453,2.6390573296152584,1.0986122886681098,1.0986122886681098,2.9444389791664403,1,1,1,2,7,1,0,0,0,0,0,1,55,4798,11.65192189702581,5,1,1,Partner,3
Graduate,22010.0,51,2.4849066497880004,1.0986122886681098,2.302585092994046,1.3862943611198906,0.0,2.1972245773362196,2,2,0,3,8,0,0,0,0,0,0,0,43,4627,9.469622969906267,7,0,1,Partner,3
Graduate,62204.0,38,5.762051382780177,3.8501476017100584,5.5134287461649825,5.0238805208462765,3.8501476017100584,4.941642422609304,1,4,5,12,3,0,0,0,0,0,0,0,66,4918,28.941298275820856,22,0,2,Alone,3
Graduate,75693.0,10,6.682108597449809,5.0369526024136295,5.683579767338681,4.290459441148391,4.584967478670572,3.4339872044851463,1,11,4,6,4,0,1,1,1,0,0,1,58,4833,29.712055091506226,22,3,0,Alone,1
Graduate,30675.0,14,2.3978952727983707,1.0986122886681098,2.833213344056216,2.4849066497880004,1.0986122886681098,3.091042453358316,1,1,0,3,8,0,0,0,0,0,0,0,54,4857,13.004282297337122,5,0,1,Partner,3
Graduate,83003.0,18,6.75343791859778,4.127134385045092,6.3473892096560105,3.713572066704308,3.258096538021482,4.812184355372417,1,7,6,8,3,0,0,1,0,0,0,1,61,4746,29.01181447339709,22,1,0,Partner,2
Graduate,68655.0,95,6.124683390894205,2.995732273553991,6.725033642166843,4.330733340286331,4.77912349311153,3.6635616461296463,1,4,5,11,3,0,0,0,0,0,0,0,38,4951,28.618867786142545,21,0,0,Alone,1
Graduate,41411.0,11,3.6375861597263857,3.4965075614664802,3.6635616461296463,2.4849066497880004,1.3862943611198906,2.9444389791664403,1,2,1,4,6,0,0,0,0,0,0,0,40,4467,17.613295357396844,8,0,0,Alone,1
PhD,55212.0,65,7.00669522683704,0.0,3.828641396489095,0.0,0.0,3.5553480614894135,3,4,2,11,8,0,1,0,0,1,0,0,57,4846,14.390684684815549,20,2,1,Partner,3
PhD,59292.0,71,5.937536205082426,2.70805020110221,4.23410650459726,2.995732273553991,2.70805020110221,2.70805020110221,2,3,5,8,3,0,0,0,0,0,0,0,76,4644,21.291525586540306,18,0,1,Partner,3
Undergraduate,27190.0,13,0.6931471805599453,1.9459101490553132,2.0794415416798357,0.0,0.6931471805599453,1.3862943611198906,1,1,0,2,8,1,0,0,0,0,0,1,53,4581,6.79794041297493,4,1,1,Partner,3
Graduate,82623.0,58,5.3230099791384085,3.5553480614894135,5.3230099791384085,5.153291594497779,5.0369526024136295,5.159055299214529,1,2,9,4,1,0,0,0,0,0,0,0,74,4494,29.550667515892165,16,0,0,Alone,1
Graduate,44300.0,65,3.4339872044851463,0.0,2.302585092994046,0.0,0.0,1.3862943611198906,2,1,0,3,6,0,0,0,0,0,0,0,61,4634,7.122866658599083,6,0,2,Partner,4
Graduate,84835.0,0,5.247024072160486,4.653960350157523,5.940171252720432,4.718498871295094,5.247024072160486,5.389071729816501,1,4,4,6,1,0,0,0,0,0,0,1,56,4276,31.19575034831052,15,0,0,Alone,1
Graduate,30372.0,33,2.772588722239781,0.0,2.5649493574615367,2.0794415416798357,1.3862943611198906,2.0794415416798357,3,2,0,3,7,0,0,0,0,0,0,0,55,4814,10.882715524180881,8,0,2,Alone,3
Postgraduate,33181.0,90,2.302585092994046,0.0,1.3862943611198906,0.0,0.0,1.6094379124341003,1,1,0,2,6,1,0,0,0,0,0,0,50,4440,5.298317366548037,4,1,1,Partner,3
Graduate,71113.0,95,6.206575926724928,3.5263605246161616,5.545177444479562,2.4849066497880004,3.5263605246161616,2.1972245773362196,4,6,7,9,4,0,0,0,0,0,0,0,69,4457,23.486605647561035,26,0,1,Partner,3
Graduate,71952.0,93,6.48768401848461,4.394449154672439,6.1224928095143865,3.970291913552122,4.68213122712422,4.543294782270004,2,8,4,8,4,1,0,1,0,0,0,0,40,4798,30.20034390561778,22,2,1,Partner,3
PhD,69759.0,38,6.115892125483034,3.044522437723423,6.244166900663736,2.6390573296152584,3.4339872044851463,0.0,3,4,6,5,3,0,0,0,0,0,0,1,60,4507,21.4776259979706,18,0,0,Alone,1
Graduate,72099.0,18,6.304448802421981,4.5217885770490405,6.018593214496234,4.787491742782046,0.0,3.1354942159291497,1,3,4,10,1,0,0,0,0,0,0,0,52,4873,24.76781655267845,18,0,0,Partner,2
PhD,60000.0,57,6.955592608396297,0.0,5.384495062789089,0.0,0.0,2.5649493574615367,5,11,3,5,6,0,0,0,0,0,0,0,50,4817,14.905037028646923,24,0,1,Alone,2
Graduate,38643.0,45,3.1354942159291497,1.0986122886681098,2.70805020110221,0.0,0.6931471805599453,2.3978952727983707,2,2,0,3,7,0,0,0,0,0,1,0,48,4475,10.033199159057785,7,0,2,Alone,3
Graduate,50737.0,61,4.3694478524670215,0.0,2.4849066497880004,0.0,0.0,2.3978952727983707,1,2,0,4,6,0,1,0,0,0,0,0,71,4677,9.252249775053393,7,1,1,Partner,3
PhD,68462.0,6,6.331501849893691,4.174387269895637,6.666956792429207,4.442651256490317,4.859812404361672,3.8918202981106265,1,3,3,8,1,0,0,0,0,0,0,0,57,4827,30.36712987118115,15,0,0,Partner,2
Postgraduate,65073.0,65,6.4457198193855785,2.8903717578961645,5.181783550292085,4.248495242049359,0.0,2.1972245773362196,1,5,3,5,2,0,0,0,0,0,1,0,83,4576,20.963594946959404,14,0,0,Partner,2
PhD,46681.0,52,5.598421958998375,2.772588722239781,4.248495242049359,2.772588722239781,2.995732273553991,3.6635616461296463,2,4,6,4,5,0,0,0,0,0,0,0,78,4527,22.051388565210935,16,0,2,Partner,4
Graduate,78618.0,87,6.602587892189336,5.099866427824199,6.70808408385307,5.3612921657094255,5.099866427824199,4.127134385045092,1,4,7,10,2,0,1,0,0,0,0,0,69,4902,32.99883138244532,22,1,0,Partner,2
PhD,62187.0,38,6.240275845170769,0.0,4.430816798843313,0.0,0.0,3.7376696182833684,3,6,2,10,4,0,0,0,0,0,0,0,57,4362,14.40876226229745,21,0,1,Alone,2
Graduate,28442.0,53,2.995732273553991,1.3862943611198906,2.3978952727983707,2.4849066497880004,2.1972245773362196,1.9459101490553132,3,2,1,4,4,0,0,0,0,0,0,0,48,4388,13.407963283651785,10,0,2,Partner,4
PhD,37717.0,31,2.302585092994046,0.0,1.9459101490553132,1.6094379124341003,0.6931471805599453,1.791759469228055,1,1,0,2,9,0,0,0,0,0,0,0,48,4846,8.34283980427146,4,0,1,Partner,3
Graduate,51479.0,67,5.5134287461649825,2.1972245773362196,5.081404364984463,1.9459101490553132,2.1972245773362196,4.189654742026425,7,6,3,6,7,0,0,0,0,0,0,0,59,4811,21.12484715690362,22,0,2,Partner,4
Graduate,54803.0,65,6.003887067106539,0.0,4.532599493153256,3.367295829986474,3.332204510175204,4.962844630259907,2,6,2,9,4,0,0,0,0,0,0,0,57,4940,22.19883153068138,19,0,1,Alone,2
Graduate,79530.0,64,5.811140992976701,0.0,6.704414354964107,4.867534450455582,3.7612001156935624,3.4011973816621555,1,4,10,11,2,0,0,0,0,0,0,0,66,4671,24.545487295752107,26,0,0,Partner,2
Graduate,31615.0,82,1.0986122886681098,1.3862943611198906,3.044522437723423,1.9459101490553132,2.4849066497880004,2.302585092994046,2,2,0,3,7,0,0,0,0,0,0,0,50,4733,12.262830979348784,7,0,1,Alone,2
Graduate,72025.0,27,6.726233402358747,3.5263605246161616,6.309918278226516,5.0238805208462765,4.897839799950911,5.455321115357702,1,4,3,8,3,0,0,0,0,0,0,0,64,4852,31.939553641356316,16,0,0,Partner,2
PhD,52614.0,63,6.672032945461067,0.0,4.962844630259907,2.5649493574615367,2.302585092994046,3.6635616461296463,2,2,4,8,8,0,0,0,0,0,0,0,51,4838,20.165973672306205,16,0,1,Alone,2
Undergraduate,35684.0,66,2.3978952727983707,1.6094379124341003,2.0794415416798357,0.0,1.9459101490553132,1.3862943611198906,1,1,0,3,6,0,0,0,0,0,0,0,42,4331,9.41897923708751,5,0,1,Partner,3
Graduate,48178.0,69,5.075173815233827,1.6094379124341003,3.828641396489095,1.9459101490553132,1.0986122886681098,3.6635616461296463,6,5,1,4,8,0,0,0,0,0,0,0,51,4872,17.22133720801009,16,0,2,Partner,4
Postgraduate,29548.0,52,2.0794415416798357,0.6931471805599453,1.9459101490553132,1.3862943611198906,0.6931471805599453,2.4849066497880004,1,1,1,2,4,1,0,0,0,0,0,0,56,4567,9.282847062762931,5,1,1,Alone,2
Graduate,63810.0,45,6.885509670034818,2.5649493574615367,5.537334267018537,2.833213344056216,2.5649493574615367,4.624972813284271,4,4,3,12,8,0,1,0,0,0,0,0,60,4858,25.010928809316912,23,1,1,Alone,2
PhD,38578.0,2,3.6635616461296463,1.6094379124341003,3.1354942159291497,1.3862943611198906,1.3862943611198906,1.3862943611198906,3,3,0,3,8,0,0,0,0,0,0,1,54,4635,12.567376857852569,9,0,2,Alone,3
Postgraduate,46098.0,86,4.060443010546419,0.0,3.332204510175204,0.0,0.0,3.6109179126442243,4,3,2,2,8,0,0,0,0,0,0,0,51,4943,11.003565433365846,11,0,2,Alone,3
Graduate,22585.0,23,1.3862943611198906,2.302585092994046,2.772588722239781,2.6390573296152584,1.0986122886681098,3.6888794541139363,1,1,1,2,9,1,0,0,0,0,0,1,56,4731,13.888017248751021,5,1,0,Alone,1
Graduate,30279.0,13,2.3978952727983707,1.6094379124341003,2.70805020110221,1.6094379124341003,1.6094379124341003,0.6931471805599453,1,1,0,3,8,0,0,0,0,0,0,0,37,4809,10.627406391762825,5,0,1,Alone,2
PhD,66426.0,14,6.950814768442584,3.2188758248682006,4.584967478670572,3.4965075614664802,3.2188758248682006,5.062595033026967,2,3,5,10,6,0,0,0,0,0,0,0,65,4533,26.532636491343002,20,0,1,Partner,3
Graduate,30822.0,92,1.3862943611198906,2.302585092994046,2.6390573296152584,1.0986122886681098,2.5649493574615367,2.5649493574615367,1,1,0,3,7,0,0,0,0,0,0,0,57,4643,12.556447787320378,5,0,1,Alone,2
PhD,33581.0,38,2.4849066497880004,0.0,1.791759469228055,0.0,0.0,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,57,4800,4.969813299576001,4,0,2,Partner,4
Graduate,19986.0,74,1.3862943611198906,1.9459101490553132,1.791759469228055,0.0,1.0986122886681098,1.9459101490553132,1,0,0,3,7,0,0,0,0,0,0,0,41,4490,8.168486417126681,4,0,1,Partner,3
Graduate,27421.0,14,3.784189633918261,2.5649493574615367,4.574710978503383,4.3694478524670215,3.713572066704308,4.02535169073515,3,4,1,6,7,0,0,0,0,0,0,0,72,4827,23.03222157978966,14,0,0,Alone,1
Undergraduate,35688.0,94,4.30406509320417,1.3862943611198906,4.51085950651685,2.5649493574615367,0.6931471805599453,3.4965075614664802,7,4,1,4,8,0,0,0,0,0,0,0,53,4939,16.955823060328875,16,0,3,Partner,5
Postgraduate,36143.0,33,2.5649493574615367,0.0,0.6931471805599453,0.0,0.0,1.9459101490553132,1,0,1,2,3,0,0,0,0,0,0,0,45,4354,5.204006687076795,4,0,1,Alone,2
Graduate,10245.0,32,1.6094379124341003,2.0794415416798357,2.0794415416798357,1.9459101490553132,1.6094379124341003,2.6390573296152584,3,1,2,2,5,0,0,0,0,0,0,0,55,4673,11.962726386898444,8,0,1,Alone,2
Postgraduate,43795.0,11,5.752572638825633,2.4849066497880004,3.9889840465642745,1.6094379124341003,1.3862943611198906,4.68213122712422,3,7,3,4,7,0,1,0,0,0,0,1,58,4519,19.904326835856118,17,1,1,Partner,3
Graduate,63381.0,78,6.349138991379798,3.9318256327243257,4.962844630259907,3.5263605246161616,3.9318256327243257,5.075173815233827,4,4,5,13,2,0,0,0,0,0,0,0,66,4895,27.777169226938348,26,0,1,Partner,3
Graduate,38823.0,56,4.2626798770413155,0.0,2.4849066497880004,1.0986122886681098,2.1972245773362196,3.1780538303479458,1,2,1,3,6,0,0,0,0,0,0,0,77,4931,13.22147722318159,7,0,1,Partner,3
PhD,83664.0,57,6.7650389767805414,3.091042453358316,5.0238805208462765,3.367295829986474,3.091042453358316,4.465908118654584,3,2,2,12,5,0,0,0,0,0,0,0,58,4680,25.80420835298451,19,0,2,Alone,3
Graduate,90300.0,7,6.38856140554563,4.90527477843843,6.668228248417403,3.5263605246161616,4.90527477843843,4.060443010546419,0,5,6,8,1,0,0,1,0,0,0,0,47,4440,30.45414274600247,19,1,0,Partner,2
Postgraduate,62499.0,0,4.948759890378168,1.6094379124341003,4.127134385045092,0.0,2.6390573296152584,1.6094379124341003,2,3,1,6,4,0,0,0,0,0,0,0,47,4465,14.933827429906719,12,0,1,Partner,3
